request_id,decision,reason_code,severity,created_at,client_id,account_id,amount,currency,destination_type,destination_id,requested_speed,channel,snapshot_account_status,snapshot_kyc_status,snapshot_aml_risk_tier,snapshot_available_cash,snapshot_settled_cash,snapshot_unsettled_cash,available_cash_after_request,settled_cash_after_request,dest_is_whitelisted,dest_days_since_change,dest_changed_recently_flag,urgent_risk_flag,duplicate_candidate_flag,duplicate_pair_request_id,mins_from_prev,mins_to_next,triggered_rules
W100041,APPROVE,,,2026-03-05 12:29:48.625145+00:00,C017,A0034,10920.86,USD,bank,D00029,standard,ops,active,verified,low,43077.99,39862.47,3215.52,32157.13,28941.61,True,195.33333333333331,False,False,False,,,,
W100060,APPROVE,,,2026-03-05 14:34:33.040942+00:00,C026,A0019,4027.66,USD,bank,D00046,standard,app,active,verified,low,13532.22,10968.51,2563.71,9504.56,6940.85,True,233.25,False,False,False,,,,
W100003,APPROVE,,,2026-03-05 15:26:57.039679+00:00,C017,A0029,3954.08,USD,bank,D00029,standard,app,active,verified,low,19319.24,18640.64,678.6,15365.160000000002,14686.56,True,195.33333333333331,False,False,False,,,,
W100065,APPROVE,,,2026-03-05 15:39:46.046435+00:00,C003,A0007,1260.99,USD,bank,D00005,standard,advisor,active,verified,medium,8254.68,8089.25,165.43,6993.6900000000005,6828.26,True,82.66666666666667,False,False,False,,,,
W100095,APPROVE,,,2026-03-05 16:37:09.914247+00:00,C027,A0035,4768.42,USD,bank,D00047,standard,app,active,verified,low,33893.12,20749.15,13143.97,29124.700000000004,15980.73,True,210.0,False,False,False,,,,
W100088,APPROVE,,,2026-03-05 16:56:40.684521+00:00,C014,A0020,1556.51,USD,bank,D00024,standard,advisor,active,verified,high,8425.31,8425.31,0.0,6868.799999999999,6868.799999999999,True,60.125,False,False,False,,,,
W100048,APPROVE,,,2026-03-05 17:15:51.146647+00:00,C014,A0020,4216.9,USD,bank,D00024,standard,advisor,active,verified,high,8425.31,8425.31,0.0,4208.41,4208.41,True,60.125,False,False,False,,,,
W100106,APPROVE,,,2026-03-05 18:08:54.159669+00:00,C007,A0009,1105.14,USD,crypto,D00012,standard,app,active,verified,medium,5385.13,3757.27,1627.86,4279.99,2652.13,True,252.25,False,False,False,,,,
W100059,APPROVE,,,2026-03-05 18:36:19.418737+00:00,C014,A0020,2282.12,USD,bank,D00024,standard,app,active,verified,high,8425.31,8425.31,0.0,6143.19,6143.19,True,60.125,False,False,False,,,,
W100009,APPROVE,,,2026-03-05 19:30:21.185164+00:00,C006,A0023,12131.82,USD,bank,D00011,standard,app,active,verified,high,39952.75,33268.86,6683.89,27820.93,21137.04,True,170.0,False,False,False,,,,
W100100,APPROVE,,,2026-03-05 19:58:01.319295+00:00,C003,A0010,2555.61,USD,bank,D00005,standard,advisor,active,verified,medium,9920.02,8452.08,1467.94,7364.41,5896.469999999999,True,82.66666666666667,False,False,False,,,,
W100111,APPROVE,,,2026-03-05 21:07:35.542810+00:00,C025,A0028,1692.91,USD,bank,D00043,standard,app,active,verified,medium,6605.84,6605.84,0.0,4912.93,4912.93,True,254.83333333333331,False,False,False,,,,
W100000,APPROVE,,,2026-03-05 23:10:47.508899+00:00,C027,A0035,4014.32,USD,bank,D00047,urgent,app,active,verified,low,33893.12,20749.15,13143.97,29878.800000000003,16734.83,True,210.0,False,False,False,,,,
W100079,APPROVE,,,2026-03-05 23:39:58.037663+00:00,C027,A0035,7518.15,USD,bank,D00047,standard,app,active,verified,low,33893.12,20749.15,13143.97,26374.97,13231.000000000002,True,210.0,False,False,False,,,,
W100114,APPROVE,,,2026-03-06 00:34:06.974835+00:00,C025,A0028,415.24,USD,bank,D00043,standard,advisor,active,verified,medium,6605.84,6605.84,0.0,6190.6,6190.6,True,254.83333333333331,False,False,False,,,,
W100113,APPROVE,,,2026-03-06 01:10:11.213286+00:00,C014,A0004,489.45,USD,bank,D00024,standard,app,active,verified,high,10559.06,9744.65,814.41,10069.61,9255.2,True,60.125,False,False,False,,,,
W100084,APPROVE,,,2026-03-06 01:53:05.420482+00:00,C014,A0031,3520.68,USD,bank,D00024,standard,app,active,verified,medium,50306.71,28072.87,22233.84,46786.03,24552.19,True,60.125,False,False,False,,,,
W100104,APPROVE,,,2026-03-06 03:12:11.042107+00:00,C017,A0034,7788.04,USD,bank,D00029,standard,advisor,active,verified,low,43077.99,39862.47,3215.52,35289.95,32074.43,True,195.33333333333331,False,False,False,,,,
W100117,APPROVE,,,2026-03-06 03:18:18.484468+00:00,C024,A0002,2475.06,USD,bank,D00040,standard,advisor,active,verified,medium,7021.51,6348.06,673.45,4546.450000000001,3873.000000000001,True,23.0,False,False,False,,,,
W100083,APPROVE,,,2026-03-06 03:19:47.208400+00:00,C017,A0029,2771.68,USD,bank,D00029,standard,ops,active,verified,low,19319.24,18640.64,678.6,16547.56,15868.96,True,195.33333333333331,False,False,False,,,,
W100040,APPROVE,,,2026-03-06 04:27:02.907998+00:00,C021,A0008,4048.65,USD,bank,D00037,standard,app,active,verified,low,20444.37,16255.79,4188.58,16395.719999999998,12207.14,True,336.9583333333333,False,False,False,,,,
W100056,APPROVE,,,2026-03-06 05:06:32.601379+00:00,C003,A0033,2707.1,USD,bank,D00005,standard,advisor,active,verified,high,7580.13,5235.15,2344.98,4873.030000000001,2528.05,True,82.66666666666667,False,False,False,,,,
W100014,APPROVE,,,2026-03-06 05:34:59.591482+00:00,C014,A0004,1929.38,USD,bank,D00024,standard,app,active,verified,high,10559.06,9744.65,814.41,8629.68,7815.269999999999,True,60.125,False,False,False,,,,
W100038,APPROVE,,,2026-03-06 06:53:43.563915+00:00,C017,A0029,5802.4,USD,bank,D00029,standard,app,active,verified,low,19319.24,18640.64,678.6,13516.840000000002,12838.24,True,195.33333333333331,False,False,False,,,,
W100076,APPROVE,,,2026-03-06 07:08:07.785750+00:00,C003,A0010,1319.48,USD,bank,D00005,standard,app,active,verified,medium,9920.02,8452.08,1467.94,8600.54,7132.6,True,82.66666666666667,False,False,False,,,,
W100108,APPROVE,,,2026-03-06 08:42:06.426961+00:00,C024,A0002,882.04,USD,bank,D00040,standard,app,active,verified,medium,7021.51,6348.06,673.45,6139.47,5466.02,True,23.0,False,False,False,,,,
W100030,APPROVE,,,2026-03-06 09:53:16.213096+00:00,C022,A0015,455.36,USD,bank,D00038,standard,app,active,verified,low,5560.98,4576.86,984.12,5105.62,4121.5,True,307.2916666666667,False,False,False,,,,
W100116,APPROVE,,,2026-03-06 10:12:56.579553+00:00,C026,A0019,4793.59,USD,bank,D00046,standard,app,active,verified,low,13532.22,10968.51,2563.71,8738.63,6174.92,True,233.25,False,False,False,,,,
W100094,APPROVE,,,2026-03-06 10:40:16.728656+00:00,C017,A0034,13314.33,USD,bank,D00029,standard,ops,active,verified,low,43077.99,39862.47,3215.52,29763.66,26548.14,True,195.33333333333331,False,False,False,,,,
W100092,APPROVE,,,2026-03-06 11:13:33.773351+00:00,C014,A0004,4748.63,USD,bank,D00024,standard,app,active,verified,high,10559.06,9744.65,814.41,5810.429999999999,4996.02,True,60.125,False,False,False,,,,
W100024,APPROVE,,,2026-03-06 11:43:18.594718+00:00,C017,A0029,7760.06,USD,bank,D00029,standard,app,active,verified,low,19319.24,18640.64,678.6,11559.18,10880.579999999998,True,195.33333333333331,False,False,False,,,,
W100015,APPROVE,,,2026-03-06 11:49:22.055302+00:00,C017,A0029,3187.68,USD,bank,D00029,standard,advisor,active,verified,low,19319.24,18640.64,678.6,16131.56,15452.96,True,195.33333333333331,False,False,False,,,,
W100102,APPROVE,,,2026-03-06 12:14:42.370594+00:00,C014,A0004,3263.51,USD,bank,D00024,standard,app,active,verified,high,10559.06,9744.65,814.41,7295.549999999999,6481.139999999999,True,60.125,False,False,False,,,,
W100093,APPROVE,,,2026-03-06 12:23:31.713067+00:00,C024,A0025,3821.11,USD,bank,D00040,standard,app,active,verified,low,11601.4,11601.4,0.0,7780.289999999999,7780.289999999999,True,23.0,False,False,False,,,,
W100061,APPROVE,,,2026-03-06 12:26:03.711297+00:00,C024,A0025,2038.82,USD,bank,D00040,urgent,ops,active,verified,low,11601.4,11601.4,0.0,9562.58,9562.58,True,23.0,False,False,False,,,,
W100042,APPROVE,,,2026-03-06 12:33:57.296996+00:00,C014,A0030,7130.67,USD,bank,D00024,standard,app,active,verified,low,31752.29,26434.76,5317.53,24621.620000000003,19304.09,True,60.125,False,False,False,,,,
W100071,APPROVE,,,2026-03-06 12:40:13.355111+00:00,C014,A0030,11715.75,USD,bank,D00024,standard,advisor,active,verified,low,31752.29,26434.76,5317.53,20036.54,14719.009999999998,True,60.125,False,False,False,,,,
W100018,APPROVE,,,2026-03-06 13:25:54.077481+00:00,C003,A0010,1255.85,USD,bank,D00005,standard,app,active,verified,medium,9920.02,8452.08,1467.94,8664.17,7196.23,True,82.66666666666667,False,False,False,,,,
W100002,APPROVE,,,2026-03-06 13:33:10.033416+00:00,C021,A0008,4505.68,USD,bank,D00037,standard,app,active,verified,low,20444.37,16255.79,4188.58,15938.69,11750.11,True,336.9583333333333,False,False,False,,,,
W100062,APPROVE,,,2026-03-06 14:45:42.425108+00:00,C014,A0004,4146.56,USD,bank,D00024,standard,app,active,verified,high,10559.06,9744.65,814.41,6412.499999999999,5598.089999999999,True,60.125,False,False,False,,,,
